Country_Reg,Case_Type,People_Total Cases,Difference,Date,Lat,Long,Population_C,People_Hos
Afghanistan,Confirmed,0,0,2020-01-01,,,39068.979,0
Afghanistan,Confirmed,30,30,2020-02-01,,,39068.979,0
Afghanistan,Confirmed,1141,1111,2020-03-01,,,39068.979,0
Afghanistan,Confirmed,25152,24011,2020-04-01,,,39068.979,0
Afghanistan,Confirmed,222720,197568,2020-05-01,,,39068.979,0
Afghanistan,Confirmed,751685,528965,2020-06-01,,,39068.979,0
Afghanistan,Confirmed,1079412,327727,2020-07-01,,,39068.979,0
Afghanistan,Confirmed,1165099,85687,2020-08-01,,,39068.979,0
Afghanistan,Confirmed,1166401,1302,2020-09-01,,,39068.979,0
Afghanistan,Confirmed,1246695,80294,2020-10-01,,,39068.979,0
Afghanistan,Confirmed,1303865,57170,2020-11-01,,,39068.979,0
Afghanistan,Confirmed,1539551,235686,2020-12-01,,,39068.979,0
Afghanistan,Confirmed,1671259,131708,2021-01-01,,,40000.412,0
Afghanistan,Confirmed,1553102,-118157,2021-02-01,,,40000.412,0
Afghanistan,Confirmed,1737068,183966,2021-03-01,,,40000.412,0
Afghanistan,Confirmed,1733260,-3808,2021-04-01,,,40000.412,0
Afghanistan,Confirmed,1991950,258690,2021-05-01,,,40000.412,0
Afghanistan,Confirmed,2848717,856767,2021-06-01,,,40000.412,0
Afghanistan,Confirmed,4241348,1392631,2021-07-01,,,40000.412,0
Afghanistan,Confirmed,4696019,454671,2021-08-01,,,40000.412,0
Afghanistan,Confirmed,4628009,-68010,2021-09-01,,,40000.412,0
Afghanistan,Confirmed,4827238,199229,2021-10-01,,,40000.412,0
Afghanistan,Confirmed,4701215,-126023,2021-11-01,,,40000.412,0
Afghanistan,Confirmed,4889195,187980,2021-12-01,,,40000.412,0
Afghanistan,Confirmed,4938320,49125,2022-01-01,,,40578.842,0
Afghanistan,Confirmed,4759331,-178989,2022-02-01,,,40578.842,0
Afghanistan,Confirmed,5465007,705676,2022-03-01,,,40578.842,0
Afghanistan,Confirmed,5350389,-114618,2022-04-01,,,40578.842,0
Afghanistan,Confirmed,5562250,211861,2022-05-01,,,40578.842,0
Afghanistan,Confirmed,5441364,-120886,2022-06-01,,,40578.842,0
Afghanistan,Confirmed,5699567,258203,2022-07-01,,,40578.842,0
Afghanistan,Confirmed,5876924,177357,2022-08-01,,,40578.842,0
Afghanistan,Confirmed,5899026,22102,2022-09-01,,,40578.842,0
Afghanistan,Confirmed,6237917,338891,2022-10-01,,,40578.842,0
Afghanistan,Confirmed,6140134,-97783,2022-11-01,,,40578.842,0
Afghanistan,Confirmed,6413335,273201,2022-12-01,,,40578.842,0
Afghanistan,Confirmed,6448651,35316,2023-01-01,,,41454.761,0
Afghanistan,Confirmed,5851560,-597091,2023-02-01,,,41454.761,0
Afghanistan,Confirmed,1884563,-3966997,2023-03-01,,,41454.761,0
Albania,Confirmed,0,0,2020-01-01,,,2871.954,0
Albania,Confirmed,0,0,2020-02-01,,,2871.954,0
Albania,Confirmed,2232,2232,2020-03-01,,,2871.954,0
Albania,Confirmed,15632,13400,2020-04-01,,,2871.954,0
Albania,Confirmed,28873,13241,2020-05-01,,,2871.954,0
Albania,Confirmed,50880,22007,2020-06-01,,,2871.954,0
Albania,Confirmed,119660,68780,2020-07-01,,,2871.954,0
Albania,Confirmed,230278,110618,2020-08-01,,,2871.954,0
Albania,Confirmed,350148,119870,2020-09-01,,,2871.954,0
Albania,Confirmed,523084,172936,2020-10-01,,,2871.954,0
Albania,Confirmed,866248,343164,2020-11-01,,,2871.954,0
Albania,Confirmed,1540509,674261,2020-12-01,,,2871.954,0
Albania,Confirmed,2088163,547654,2021-01-01,,,2849.635,0
Albania,Confirmed,2610775,522612,2021-02-01,,,2849.635,0
Albania,Confirmed,3652195,1041420,2021-03-01,,,2849.635,0
Albania,Confirmed,3865660,213465,2021-04-01,,,2849.635,0
Albania,Confirmed,4089156,223496,2021-05-01,,,2849.635,0
Albania,Confirmed,3973546,-115610,2021-06-01,,,2849.635,0
Albania,Confirmed,4113962,140416,2021-07-01,,,2849.635,0
Albania,Confirmed,4262873,148911,2021-08-01,,,2849.635,0
Albania,Confirmed,4784904,522031,2021-09-01,,,2849.635,0
Albania,Confirmed,5511591,726687,2021-10-01,,,2849.635,0
Albania,Confirmed,5801493,289902,2021-11-01,,,2849.635,0
Albania,Confirmed,6351823,550330,2021-12-01,,,2849.635,0
Albania,Confirmed,7217971,866148,2022-01-01,,,2827.608,0
Albania,Confirmed,7491180,273209,2022-02-01,,,2827.608,0
Albania,Confirmed,8456152,964972,2022-03-01,,,2827.608,0
Albania,Confirmed,8233062,-223090,2022-04-01,,,2827.608,0
Albania,Confirmed,8544921,311859,2022-05-01,,,2827.608,0
Albania,Confirmed,8323448,-221473,2022-06-01,,,2827.608,0
Albania,Confirmed,9157061,833613,2022-07-01,,,2827.608,0
Albania,Confirmed,9994918,837857,2022-08-01,,,2827.608,0
Albania,Confirmed,9937170,-57748,2022-09-01,,,2827.608,0
Albania,Confirmed,10311515,374345,2022-10-01,,,2827.608,0
Albania,Confirmed,9995485,-316030,2022-11-01,,,2827.608,0
Albania,Confirmed,10341791,346306,2022-12-01,,,2827.608,0
Albania,Confirmed,10354695,12904,2023-01-01,,,2811.655,0
Albania,Confirmed,9359749,-994946,2023-02-01,,,2811.655,0
Albania,Confirmed,3009851,-6349898,2023-03-01,,,2811.655,0
Algeria,Confirmed,0,0,2020-01-01,,,44042.091,0
Algeria,Confirmed,5,5,2020-02-01,,,44042.091,0
Algeria,Confirmed,4823,4818,2020-03-01,,,44042.091,0
Algeria,Confirmed,69497,64674,2020-04-01,,,44042.091,0
Algeria,Confirmed,211394,141897,2020-05-01,,,44042.091,0
Algeria,Confirmed,337819,126425,2020-06-01,,,44042.091,0
Algeria,Confirmed,674286,336467,2020-07-01,,,44042.091,0
Algeria,Confirmed,1185076,510790,2020-08-01,,,44042.091,0
Algeria,Confirmed,1458290,273214,2020-09-01,,,44042.091,0
Algeria,Confirmed,1683631,225341,2020-10-01,,,44042.091,0
Algeria,Confirmed,2074384,390753,2020-11-01,,,44042.091,0
Algeria,Confirmed,2884170,809786,2020-12-01,,,44042.091,0
Algeria,Confirmed,3212268,328098,2021-01-01,,,44761.099,0
Algeria,Confirmed,3096714,-115554,2021-02-01,,,44761.099,0
Algeria,Confirmed,3577898,481184,2021-03-01,,,44761.099,0
Algeria,Confirmed,3581338,3440,2021-04-01,,,44761.099,0
Algeria,Confirmed,3890403,309065,2021-05-01,,,44761.099,0
Algeria,Confirmed,4030589,140186,2021-06-01,,,44761.099,0
Algeria,Confirmed,4734511,703922,2021-07-01,,,44761.099,0
Algeria,Confirmed,5788899,1054388,2021-08-01,,,44761.099,0
Algeria,Confirmed,6016238,227339,2021-09-01,,,44761.099,0
Algeria,Confirmed,6358229,341991,2021-10-01,,,44761.099,0
Algeria,Confirmed,6249508,-108721,2021-11-01,,,44761.099,0
Algeria,Confirmed,6636393,386885,2021-12-01,,,44761.099,0
Algeria,Confirmed,7141014,504621,2022-01-01,,,45477.389,0
Algeria,Confirmed,7317457,176443,2022-02-01,,,45477.389,0
Algeria,Confirmed,8228823,911366,2022-03-01,,,45477.389,0
Algeria,Confirmed,7972081,-256742,2022-04-01,,,45477.389,0
Algeria,Confirmed,8240659,268578,2022-05-01,,,45477.389,0
Algeria,Confirmed,7978934,-261725,2022-06-01,,,45477.389,0
Algeria,Confirmed,8263246,284312,2022-07-01,,,45477.389,0
Algeria,Confirmed,8344656,81410,2022-08-01,,,45477.389,0
Algeria,Confirmed,8116912,-227744,2022-09-01,,,45477.389,0
Algeria,Confirmed,8393236,276324,2022-10-01,,,45477.389,0
Algeria,Confirmed,8129016,-264220,2022-11-01,,,45477.389,0
Algeria,Confirmed,8406039,277023,2022-12-01,,,45477.389,0
Algeria,Confirmed,8410301,4262,2023-01-01,,,46164.219,0
Algeria,Confirmed,7599630,-810671,2023-02-01,,,46164.219,0
Algeria,Confirmed,2443283,-5156347,2023-03-01,,,46164.219,0
Andorra,Confirmed,0,0,2020-01-01,,,77.38,0
Andorra,Confirmed,0,0,2020-02-01,,,77.38,0
Andorra,Confirmed,2787,2787,2020-03-01,,,77.38,0
Andorra,Confirmed,19106,16319,2020-04-01,,,77.38,0
Andorra,Confirmed,23498,4392,2020-05-01,,,77.38,0
Andorra,Confirmed,25511,2013,2020-06-01,,,77.38,0
Andorra,Confirmed,27174,1663,2020-07-01,,,77.38,0
Andorra,Confirmed,31382,4208,2020-08-01,,,77.38,0
Andorra,Confirmed,45275,13893,2020-09-01,,,77.38,0
Andorra,Confirmed,103067,57792,2020-10-01,,,77.38,0
Andorra,Confirmed,174907,71840,2020-11-01,,,77.38,0
Andorra,Confirmed,230115,55208,2020-12-01,,,77.38,0
Andorra,Confirmed,279226,49111,2021-01-01,,,78.364,0
Andorra,Confirmed,293412,14186,2021-02-01,,,78.364,0
Andorra,Confirmed,352375,58963,2021-03-01,,,78.364,0
Andorra,Confirmed,380633,28258,2021-04-01,,,78.364,0
Andorra,Confirmed,418754,38121,2021-05-01,,,78.364,0
Andorra,Confirmed,414764,-3990,2021-06-01,,,78.364,0
Andorra,Confirmed,442259,27495,2021-07-01,,,78.364,0
Andorra,Confirmed,462595,20336,2021-08-01,,,78.364,0
Andorra,Confirmed,453489,-9106,2021-09-01,,,78.364,0
Andorra,Confirmed,475994,22505,2021-10-01,,,78.364,0
Andorra,Confirmed,481140,5146,2021-11-01,,,78.364,0
Andorra,Confirmed,629689,148549,2021-12-01,,,78.364,0
Andorra,Confirmed,931921,302232,2022-01-01,,,79.705,0
Andorra,Confirmed,1043282,111361,2022-02-01,,,79.705,0
Andorra,Confirmed,1211183,167901,2022-03-01,,,79.705,0
Andorra,Confirmed,1219226,8043,2022-04-01,,,79.705,0
Andorra,Confirmed,1308981,89755,2022-05-01,,,79.705,0
Andorra,Confirmed,1301800,-7181,2022-06-01,,,79.705,0
Andorra,Confirmed,1391434,89634,2022-07-01,,,79.705,0
Andorra,Confirmed,1422901,31467,2022-08-01,,,79.705,0
Andorra,Confirmed,1383692,-39209,2022-09-01,,,79.705,0
Andorra,Confirmed,1437700,54008,2022-10-01,,,79.705,0
Andorra,Confirmed,1402054,-35646,2022-11-01,,,79.705,0
Andorra,Confirmed,1473564,71510,2022-12-01,,,79.705,0
Andorra,Confirmed,1481674,8110,2023-01-01,,,80.856,0
Andorra,Confirmed,1340056,-141618,2023-02-01,,,80.856,0
Andorra,Confirmed,430905,-909151,2023-03-01,,,80.856,0
Angola,Confirmed,0,0,2020-01-01,,,33451.132,0
Angola,Confirmed,0,0,2020-02-01,,,33451.132,0
Angola,Confirmed,48,48,2020-03-01,,,33451.132,0
Angola,Confirmed,601,553,2020-04-01,,,33451.132,0
Angola,Confirmed,1639,1038,2020-05-01,,,33451.132,0
Angola,Confirmed,4660,3021,2020-06-01,,,33451.132,0
Angola,Confirmed,20049,15389,2020-07-01,,,33451.132,0
Angola,Confirmed,59160,39111,2020-08-01,,,33451.132,0
Angola,Confirmed,111469,52309,2020-09-01,,,33451.132,0
Angola,Confirmed,233349,121880,2020-10-01,,,33451.132,0
Angola,Confirmed,404417,171068,2020-11-01,,,33451.132,0
Angola,Confirmed,508018,103601,2020-12-01,,,33451.132,0
Angola,Confirmed,580289,72271,2021-01-01,,,34532.429,0
Angola,Confirmed,569508,-10781,2021-02-01,,,34532.429,0
Angola,Confirmed,666295,96787,2021-03-01,,,34532.429,0
Angola,Confirmed,726071,59776,2021-04-01,,,34532.429,0
Angola,Confirmed,948207,222136,2021-05-01,,,34532.429,0
Angola,Confirmed,1109740,161533,2021-06-01,,,34532.429,0
Angola,Confirmed,1260968,151228,2021-07-01,,,34532.429,0
Angola,Confirmed,1394599,133631,2021-08-01,,,34532.429,0
Angola,Confirmed,1552460,157861,2021-09-01,,,34532.429,0
Angola,Confirmed,1929362,376902,2021-10-01,,,34532.429,0
Angola,Confirmed,1946699,17337,2021-11-01,,,34532.429,0
Angola,Confirmed,2112947,166248,2021-12-01,,,34532.429,0
Angola,Confirmed,2871481,758534,2022-01-01,,,35635.029,0
Angola,Confirmed,2758810,-112671,2022-02-01,,,35635.029,0
Angola,Confirmed,3067646,308836,2022-03-01,,,35635.029,0
Angola,Confirmed,2976936,-90710,2022-04-01,,,35635.029,0
Angola,Confirmed,3080191,103255,2022-05-01,,,35635.029,0
Angola,Confirmed,2997507,-82684,2022-06-01,,,35635.029,0
Angola,Confirmed,3156309,158802,2022-07-01,,,35635.029,0
Angola,Confirmed,3180376,24067,2022-08-01,,,35635.029,0
Angola,Confirmed,3089970,-90406,2022-09-01,,,35635.029,0
Angola,Confirmed,3197061,107091,2022-10-01,,,35635.029,0
Angola,Confirmed,3104995,-92066,2022-11-01,,,35635.029,0
Angola,Confirmed,3251795,146800,2022-12-01,,,35635.029,0
Angola,Confirmed,3258657,6862,2023-01-01,,,36749.906,0
Angola,Confirmed,2945399,-313258,2023-02-01,,,36749.906,0
Angola,Confirmed,947515,-1997884,2023-03-01,,,36749.906,0
Antarctica,Confirmed,0,0,2020-01-01,,,,0
Antarctica,Confirmed,0,0,2020-02-01,,,,0
Antarctica,Confirmed,0,0,2020-03-01,,,,0
Antarctica,Confirmed,0,0,2020-04-01,,,,0
Antarctica,Confirmed,0,0,2020-05-01,,,,0
Antarctica,Confirmed,0,0,2020-06-01,,,,0
Antarctica,Confirmed,0,0,2020-07-01,,,,0
Antarctica,Confirmed,0,0,2020-08-01,,,,0
Antarctica,Confirmed,0,0,2020-09-01,,,,0
Antarctica,Confirmed,0,0,2020-10-01,,,,0
Antarctica,Confirmed,0,0,2020-11-01,,,,0
Antarctica,Confirmed,0,0,2020-12-01,,,,0
Antarctica,Confirmed,0,0,2021-01-01,,,,0
Antarctica,Confirmed,0,0,2021-02-01,,,,0
Antarctica,Confirmed,0,0,2021-03-01,,,,0
Antarctica,Confirmed,0,0,2021-04-01,,,,0
Antarctica,Confirmed,0,0,2021-05-01,,,,0
Antarctica,Confirmed,0,0,2021-06-01,,,,0
Antarctica,Confirmed,0,0,2021-07-01,,,,0
Antarctica,Confirmed,0,0,2021-08-01,,,,0
Antarctica,Confirmed,0,0,2021-09-01,,,,0
Antarctica,Confirmed,0,0,2021-10-01,,,,0
Antarctica,Confirmed,0,0,2021-11-01,,,,0
Antarctica,Confirmed,198,198,2021-12-01,,,,0
Antarctica,Confirmed,341,143,2022-01-01,,,,0
Antarctica,Confirmed,308,-33,2022-02-01,,,,0
Antarctica,Confirmed,341,33,2022-03-01,,,,0
Antarctica,Confirmed,330,-11,2022-04-01,,,,0
Antarctica,Confirmed,341,11,2022-05-01,,,,0
Antarctica,Confirmed,330,-11,2022-06-01,,,,0
Antarctica,Confirmed,341,11,2022-07-01,,,,0
Antarctica,Confirmed,341,0,2022-08-01,,,,0
Antarctica,Confirmed,330,-11,2022-09-01,,,,0
Antarctica,Confirmed,341,11,2022-10-01,,,,0
Antarctica,Confirmed,330,-11,2022-11-01,,,,0
Antarctica,Confirmed,341,11,2022-12-01,,,,0
Antarctica,Confirmed,341,0,2023-01-01,,,,0
Antarctica,Confirmed,308,-33,2023-02-01,,,,0
Antarctica,Confirmed,99,-209,2023-03-01,,,,0
Antigua and Barbuda,Confirmed,0,0,2020-01-01,,,91.846,0
Antigua and Barbuda,Confirmed,0,0,2020-02-01,,,91.846,0
Antigua and Barbuda,Confirmed,61,61,2020-03-01,,,91.846,0
Antigua and Barbuda,Confirmed,617,556,2020-04-01,,,91.846,0
Antigua and Barbuda,Confirmed,776,159,2020-05-01,,,91.846,0
Antigua and Barbuda,Confirmed,1026,250,2020-06-01,,,91.846,0
Antigua and Barbuda,Confirmed,2366,1340,2020-07-01,,,91.846,0
Antigua and Barbuda,Confirmed,2881,515,2020-08-01,,,91.846,0
Antigua and Barbuda,Confirmed,2886,5,2020-09-01,,,91.846,0
Antigua and Barbuda,Confirmed,3586,700,2020-10-01,,,91.846,0
Antigua and Barbuda,Confirmed,4047,461,2020-11-01,,,91.846,0
Antigua and Barbuda,Confirmed,4656,609,2020-12-01,,,91.846,0
Antigua and Barbuda,Confirmed,5759,1103,2021-01-01,,,92.349,0
Antigua and Barbuda,Confirmed,12957,7198,2021-02-01,,,92.349,0
Antigua and Barbuda,Confirmed,30085,17128,2021-03-01,,,92.349,0
Antigua and Barbuda,Confirmed,36073,5988,2021-04-01,,,92.349,0
Antigua and Barbuda,Confirmed,38611,2538,2021-05-01,,,92.349,0
Antigua and Barbuda,Confirmed,37885,-726,2021-06-01,,,92.349,0
Antigua and Barbuda,Confirmed,39480,1595,2021-07-01,,,92.349,0
Antigua and Barbuda,Confirmed,44775,5295,2021-08-01,,,92.349,0
Antigua and Barbuda,Confirmed,71908,27133,2021-09-01,,,92.349,0
Antigua and Barbuda,Confirmed,118561,46653,2021-10-01,,,92.349,0
Antigua and Barbuda,Confirmed,123417,4856,2021-11-01,,,92.349,0
Antigua and Barbuda,Confirmed,129927,6510,2021-12-01,,,92.349,0
Antigua and Barbuda,Confirmed,168724,38797,2022-01-01,,,92.84,0
Antigua and Barbuda,Confirmed,201388,32664,2022-02-01,,,92.84,0
Antigua and Barbuda,Confirmed,231549,30161,2022-03-01,,,92.84,0
Antigua and Barbuda,Confirmed,226197,-5352,2022-04-01,,,92.84,0
Antigua and Barbuda,Confirmed,243182,16985,2022-05-01,,,92.84,0
Antigua and Barbuda,Confirmed,255181,11999,2022-06-01,,,92.84,0
Antigua and Barbuda,Confirmed,269915,14734,2022-07-01,,,92.84,0
Antigua and Barbuda,Confirmed,274686,4771,2022-08-01,,,92.84,0
Antigua and Barbuda,Confirmed,270221,-4465,2022-09-01,,,92.84,0
Antigua and Barbuda,Confirmed,282198,11977,2022-10-01,,,92.84,0
Antigua and Barbuda,Confirmed,273180,-9018,2022-11-01,,,92.84,0
Antigua and Barbuda,Confirmed,282286,9106,2022-12-01,,,92.84,0
Antigua and Barbuda,Confirmed,282286,0,2023-01-01,,,93.316,0
Antigua and Barbuda,Confirmed,254968,-27318,2023-02-01,,,93.316,0
Antigua and Barbuda,Confirmed,81954,-173014,2023-03-01,,,93.316,0
Argentina,Confirmed,0,0,2020-01-01,,,45191.965,0
Argentina,Confirmed,0,0,2020-02-01,,,45191.965,0
Argentina,Confirmed,6529,6529,2020-03-01,,,45191.965,0
Argentina,Confirmed,77576,71047,2020-04-01,,,45191.965,0
Argentina,Confirmed,275556,197980,2020-05-01,,,45191.965,0
Argentina,Confirmed,1091252,815696,2020-06-01,,,45191.965,0
Argentina,Confirmed,3728771,2637519,2020-07-01,,,45191.965,0
Argentina,Confirmed,9244163,5515392,2020-08-01,,,45191.965,0
Argentina,Confirmed,17545982,8301819,2020-09-01,,,45191.965,0
Argentina,Confirmed,29922509,12376527,2020-10-01,,,45191.965,0
Argentina,Confirmed,39307295,9384786,2020-11-01,,,45191.965,0
Argentina,Confirmed,47136788,7829493,2020-12-01,,,45191.965,0
Argentina,Confirmed,55312462,8175674,2021-01-01,,,45312.281,0
Argentina,Confirmed,56733848,1421386,2021-02-01,,,45312.281,0
Argentina,Confirmed,68713761,11979913,2021-03-01,,,45312.281,0
Argentina,Confirmed,79416752,10702991,2021-04-01,,,45312.281,0
Argentina,Confirmed,103825064,24408312,2021-05-01,,,45312.281,0
Argentina,Confirmed,125059837,21234773,2021-06-01,,,45312.281,0
Argentina,Confirmed,146386195,21326358,2021-07-01,,,45312.281,0
Argentina,Confirmed,157553999,11167804,2021-08-01,,,45312.281,0
Argentina,Confirmed,156899177,-654822,2021-09-01,,,45312.281,0
Argentina,Confirmed,163452993,6553816,2021-10-01,,,45312.281,0
Argentina,Confirmed,159264713,-4188280,2021-11-01,,,45312.281,0
Argentina,Confirmed,167592259,8327546,2021-12-01,,,45312.281,0
Argentina,Confirmed,219509876,51917617,2022-01-01,,,45407.904,0
Argentina,Confirmed,244540254,25030378,2022-02-01,,,45407.904,0
Argentina,Confirmed,278486987,33946733,2022-03-01,,,45407.904,0
Argentina,Confirmed,271731352,-6755635,2022-04-01,,,45407.904,0
Argentina,Confirmed,283185384,11454032,2022-05-01,,,45407.904,0
Argentina,Confirmed,279205423,-3979961,2022-06-01,,,45407.904,0
Argentina,Confirmed,292851853,13646430,2022-07-01,,,45407.904,0
Argentina,Confirmed,298337341,5485488,2022-08-01,,,45407.904,0
Argentina,Confirmed,290926129,-7411212,2022-09-01,,,45407.904,0
Argentina,Confirmed,301151883,10225754,2022-10-01,,,45407.904,0
Argentina,Confirmed,291664481,-9487402,2022-11-01,,,45407.904,0
Argentina,Confirmed,303648019,11983538,2022-12-01,,,45407.904,0
Argentina,Confirmed,310141669,6493650,2023-01-01,,,45538.401,0
Argentina,Confirmed,281154336,-28987333,2023-02-01,,,45538.401,0
Argentina,Confirmed,90400453,-190753883,2023-03-01,,,45538.401,0
Armenia,Confirmed,0,0,2020-01-01,,,2890.892,0
Armenia,Confirmed,0,0,2020-02-01,,,2890.892,0
Armenia,Confirmed,4099,4099,2020-03-01,,,2890.892,0
Armenia,Confirmed,36511,32412,2020-04-01,,,2890.892,0
Armenia,Confirmed,151445,114934,2020-05-01,,,2890.892,0
Armenia,Confirmed,520967,369522,2020-06-01,,,2890.892,0
Armenia,Confirmed,1026463,505496,2020-07-01,,,2890.892,0
Armenia,Confirmed,1286089,259626,2020-08-01,,,2890.892,0
Armenia,Confirmed,1398359,112270,2020-09-01,,,2890.892,0
Armenia,Confirmed,2012415,614056,2020-10-01,,,2890.892,0
Armenia,Confirmed,3480514,1468099,2020-11-01,,,2890.892,0
Armenia,Confirmed,4636215,1155701,2020-12-01,,,2890.892,0
Armenia,Confirmed,5076072,439857,2021-01-01,,,2870.349,0
Armenia,Confirmed,4741148,-334924,2021-02-01,,,2870.349,0
Armenia,Confirmed,5603135,861987,2021-03-01,,,2870.349,0
Armenia,Confirmed,6176164,573029,2021-04-01,,,2870.349,0
Armenia,Confirmed,6831987,655823,2021-05-01,,,2870.349,0
Armenia,Confirmed,6716751,-115236,2021-06-01,,,2870.349,0
Armenia,Confirmed,7046137,329386,2021-07-01,,,2870.349,0
Armenia,Confirmed,7298355,252218,2021-08-01,,,2870.349,0
Armenia,Confirmed,7541311,242956,2021-09-01,,,2870.349,0
Armenia,Confirmed,8750263,1208952,2021-10-01,,,2870.349,0
Armenia,Confirmed,9833856,1083593,2021-11-01,,,2870.349,0
Armenia,Confirmed,10626338,792482,2021-12-01,,,2870.349,0
Armenia,Confirmed,10862656,236318,2022-01-01,,,2880.874,0
Armenia,Confirmed,11308526,445870,2022-02-01,,,2880.874,0
Armenia,Confirmed,13079093,1770567,2022-03-01,,,2880.874,0
Armenia,Confirmed,12681842,-397251,2022-04-01,,,2880.874,0
Armenia,Confirmed,13110214,428372,2022-05-01,,,2880.874,0
Armenia,Confirmed,12691827,-418387,2022-06-01,,,2880.874,0
Armenia,Confirmed,13148400,456573,2022-07-01,,,2880.874,0
Armenia,Confirmed,13328334,179934,2022-08-01,,,2880.874,0
Armenia,Confirmed,13174278,-154056,2022-09-01,,,2880.874,0
Armenia,Confirmed,13778644,604366,2022-10-01,,,2880.874,0
Armenia,Confirmed,13364450,-414194,2022-11-01,,,2880.874,0
Armenia,Confirmed,13821934,457484,2022-12-01,,,2880.874,0
Armenia,Confirmed,13825768,3834,2023-01-01,,,2943.393,0
Armenia,Confirmed,12498414,-1327354,2023-02-01,,,2943.393,0
Armenia,Confirmed,4022349,-8476065,2023-03-01,,,2943.393,0
Australia,Confirmed,38,38,2020-01-01,,,25743.791,0
Australia,Confirmed,431,393,2020-02-01,,,25743.791,0
Australia,Confirmed,35679,35248,2020-03-01,,,25743.791,0
Australia,Confirmed,188206,152527,2020-04-01,,,25743.791,0
Australia,Confirmed,217625,29419,2020-05-01,,,25743.791,0
Australia,Confirmed,222611,4986,2020-06-01,,,25743.791,0
Australia,Confirmed,361720,139109,2020-07-01,,,25743.791,0
Australia,Confirmed,711091,349371,2020-08-01,,,25743.791,0
Australia,Confirmed,800899,89808,2020-09-01,,,25743.791,0
Australia,Confirmed,848364,47465,2020-10-01,,,25743.791,0
Australia,Confirmed,832514,-15850,2020-11-01,,,25743.791,0
Australia,Confirmed,872046,39532,2020-12-01,,,25743.791,0
Australia,Confirmed,889012,16966,2021-01-01,,,25956.417,0
Australia,Confirmed,809190,-79822,2021-02-01,,,25956.417,0
Australia,Confirmed,903649,94459,2021-03-01,,,25956.417,0
Australia,Confirmed,885710,-17939,2021-04-01,,,25956.417,0
Australia,Confirmed,929238,43528,2021-05-01,,,25956.417,0
Australia,Confirmed,909575,-19663,2021-06-01,,,25956.417,0
Australia,Confirmed,992468,82893,2021-07-01,,,25956.417,0
Australia,Confirmed,1300889,308421,2021-08-01,,,25956.417,0
Australia,Confirmed,2437687,1136798,2021-09-01,,,25956.417,0
Australia,Confirmed,4411760,1974073,2021-10-01,,,25956.417,0
Australia,Confirmed,5776480,1364720,2021-11-01,,,25956.417,0
Australia,Confirmed,8187965,2411485,2021-12-01,,,25956.417,0
Australia,Confirmed,51087364,42899399,2022-01-01,,,26200.984,0
Australia,Confirmed,82305055,31217691,2022-02-01,,,26200.984,0
Australia,Confirmed,118382458,36077403,2022-03-01,,,26200.984,0
Australia,Confirmed,160165189,41782731,2022-04-01,,,26200.984,0
Australia,Confirmed,207180667,47015478,2022-05-01,,,26200.984,0
Australia,Confirmed,232235693,25055026,2022-06-01,,,26200.984,0
Australia,Confirmed,272705761,40470068,2022-07-01,,,26200.984,0
Australia,Confirmed,304385077,31679316,2022-08-01,,,26200.984,0
Australia,Confirmed,304379981,-5096,2022-09-01,,,26200.984,0
Australia,Confirmed,319621495,15241514,2022-10-01,,,26200.984,0
Australia,Confirmed,315537194,-4084301,2022-11-01,,,26200.984,0
Australia,Confirmed,339079125,23541931,2022-12-01,,,26200.984,0
Australia,Confirmed,348388282,9309157,2023-01-01,,,26451.124,0
Australia,Confirmed,317422767,-30965515,2023-02-01,,,26451.124,0
Australia,Confirmed,102463926,-214958841,2023-03-01,,,26451.124,0
Austria,Confirmed,0,0,2020-01-01,,,8921.405,0
Austria,Confirmed,8,8,2020-02-01,,,8921.405,0
Austria,Confirmed,71340,71332,2020-03-01,,,8921.405,0
Austria,Confirmed,412163,340823,2020-04-01,,,8921.405,0
Austria,Confirmed,497709,85546,2020-05-01,,,8921.405,0
Austria,Confirmed,512093,14384,2020-06-01,,,8921.405,0
Austria,Confirmed,594822,82729,2020-07-01,,,8921.405,0
Austria,Confirmed,727822,133000,2020-08-01,,,8921.405,0
Austria,Confirmed,1043361,315539,2020-09-01,,,8921.405,0
Austria,Confirmed,2002554,959193,2020-10-01,,,8921.405,0
Austria,Confirmed,5906701,3904147,2020-11-01,,,8921.405,0
Austria,Confirmed,10003336,4096635,2020-12-01,,,8921.405,0
Austria,Confirmed,11964323,1960987,2021-01-01,,,8967.057,0
Austria,Confirmed,12024949,60626,2021-02-01,,,8967.057,0
Austria,Confirmed,15289654,3264705,2021-03-01,,,8967.057,0
Austria,Confirmed,17354837,2065183,2021-04-01,,,8967.057,0
Austria,Confirmed,19521955,2167118,2021-05-01,,,8967.057,0
Austria,Confirmed,19314025,-207930,2021-06-01,,,8967.057,0
Austria,Confirmed,20120977,806952,2021-07-01,,,8967.057,0
Austria,Confirmed,20645416,524439,2021-08-01,,,8967.057,0
Austria,Confirmed,21327632,682216,2021-09-01,,,8967.057,0
Austria,Confirmed,23937261,2609629,2021-10-01,,,8967.057,0
Austria,Confirmed,29214026,5276765,2021-11-01,,,8967.057,0
Austria,Confirmed,38056005,8841979,2021-12-01,,,8967.057,0
Austria,Confirmed,45628489,7572484,2022-01-01,,,9064.677,0
Austria,Confirmed,64067739,18439250,2022-02-01,,,9064.677,0
