Country_Reg,Case_Type,People_Total Cases,Difference,Date,Lat,Long,Population_C,People_Hos
Canada,Confirmed,42234449,1077953,2021-06-01,,,38454.057,0
Canada,Confirmed,44231441,1996992,2021-07-01,,,38454.057,0
Canada,Confirmed,45366522,1135081,2021-08-01,,,38454.057,0
Canada,Confirmed,46997021,1630499,2021-09-01,,,38454.057,0
Canada,Confirmed,52116940,5119919,2021-10-01,,,38454.057,0
Canada,Confirmed,52773452,656512,2021-11-01,,,38454.057,0
Canada,Confirmed,59413680,6640228,2021-12-01,,,38454.057,0
Canada,Confirmed,85038693,25625013,2022-01-01,,,38821.259,0
Canada,Confirmed,89910313,4871620,2022-02-01,,,38821.259,0
Canada,Confirmed,105186211,15275898,2022-03-01,,,38821.259,0
Canada,Confirmed,108835539,3649328,2022-04-01,,,38821.259,0
Canada,Confirmed,118945688,10110149,2022-05-01,,,38821.259,0
Canada,Confirmed,117723514,-1222174,2022-06-01,,,38821.259,0
Canada,Confirmed,124766762,7043248,2022-07-01,,,38821.259,0
Canada,Confirmed,128606498,3839736,2022-08-01,,,38821.259,0
Canada,Confirmed,127179974,-1426524,2022-09-01,,,38821.259,0
Canada,Confirmed,134088339,6908365,2022-10-01,,,38821.259,0
Canada,Confirmed,132242750,-1845589,2022-11-01,,,38821.259,0
Canada,Confirmed,138756017,6513267,2022-12-01,,,38821.259,0
Canada,Confirmed,140728171,1972154,2023-01-01,,,39299.105,0
Canada,Confirmed,128381369,-12346802,2023-02-01,,,39299.105,0
Canada,Confirmed,41494298,-86887071,2023-03-01,,,39299.105,0
Central African Republic,Confirmed,0,0,2020-01-01,,,5026.628,0
Central African Republic,Confirmed,0,0,2020-02-01,,,5026.628,0
Central African Republic,Confirmed,41,41,2020-03-01,,,5026.628,0
Central African Republic,Confirmed,444,403,2020-04-01,,,5026.628,0
Central African Republic,Confirmed,11339,10895,2020-05-01,,,5026.628,0
Central African Republic,Confirmed,70765,59426,2020-06-01,,,5026.628,0
Central African Republic,Confirmed,134487,63722,2020-07-01,,,5026.628,0
Central African Republic,Confirmed,144485,9998,2020-08-01,,,5026.628,0
Central African Republic,Confirmed,143052,-1433,2020-09-01,,,5026.628,0
Central African Republic,Confirmed,150498,7446,2020-10-01,,,5026.628,0
Central African Republic,Confirmed,146812,-3686,2020-11-01,,,5026.628,0
Central African Republic,Confirmed,153026,6214,2020-12-01,,,5026.628,0
Central African Republic,Confirmed,154155,1129,2021-01-01,,,5112.1,0
Central African Republic,Confirmed,139885,-14270,2021-02-01,,,5112.1,0
Central African Republic,Confirmed,156694,16809,2021-03-01,,,5112.1,0
Central African Republic,Confirmed,173004,16310,2021-04-01,,,5112.1,0
Central African Republic,Confirmed,212320,39316,2021-05-01,,,5112.1,0
Central African Republic,Confirmed,213344,1024,2021-06-01,,,5112.1,0
Central African Republic,Confirmed,221470,8126,2021-07-01,,,5112.1,0
Central African Republic,Confirmed,311854,90384,2021-08-01,,,5112.1,0
Central African Republic,Confirmed,339724,27870,2021-09-01,,,5112.1,0
Central African Republic,Confirmed,355117,15393,2021-10-01,,,5112.1,0
Central African Republic,Confirmed,349359,-5758,2021-11-01,,,5112.1,0
Central African Republic,Confirmed,369649,20290,2021-12-01,,,5112.1,0
Central African Republic,Confirmed,406282,36633,2022-01-01,,,5098.039,0
Central African Republic,Confirmed,395605,-10677,2022-02-01,,,5098.039,0
Central African Republic,Confirmed,449228,53623,2022-03-01,,,5098.039,0
Central African Republic,Confirmed,439470,-9758,2022-04-01,,,5098.039,0
Central African Republic,Confirmed,454119,14649,2022-05-01,,,5098.039,0
Central African Republic,Confirmed,439470,-14649,2022-06-01,,,5098.039,0
Central African Republic,Confirmed,455769,16299,2022-07-01,,,5098.039,0
Central African Republic,Confirmed,459079,3310,2022-08-01,,,5098.039,0
Central African Republic,Confirmed,446798,-12281,2022-09-01,,,5098.039,0
Central African Republic,Confirmed,467196,20398,2022-10-01,,,5098.039,0
Central African Republic,Confirmed,458694,-8502,2022-11-01,,,5098.039,0
Central African Republic,Confirmed,474881,16187,2022-12-01,,,5098.039,0
Central African Republic,Confirmed,476047,1166,2023-01-01,,,5152.421,0
Central African Republic,Confirmed,430304,-45743,2023-02-01,,,5152.421,0
Central African Republic,Confirmed,138312,-291992,2023-03-01,,,5152.421,0
Chad,Confirmed,0,0,2020-01-01,,,17224.679,0
Chad,Confirmed,0,0,2020-02-01,,,17224.679,0
Chad,Confirmed,35,35,2020-03-01,,,17224.679,0
Chad,Confirmed,797,762,2020-04-01,,,17224.679,0
Chad,Confirmed,14051,13254,2020-05-01,,,17224.679,0
Chad,Confirmed,25427,11376,2020-06-01,,,17224.679,0
Chad,Confirmed,27639,2212,2020-07-01,,,17224.679,0
Chad,Confirmed,29949,2310,2020-08-01,,,17224.679,0
Chad,Confirmed,33155,3206,2020-09-01,,,17224.679,0
Chad,Confirmed,41806,8651,2020-10-01,,,17224.679,0
Chad,Confirmed,47873,6067,2020-11-01,,,17224.679,0
Chad,Confirmed,57171,9298,2020-12-01,,,17224.679,0
Chad,Confirmed,86880,29709,2021-01-01,,,17828.273,0
Chad,Confirmed,102859,15979,2021-02-01,,,17828.273,0
Chad,Confirmed,133784,30925,2021-03-01,,,17828.273,0
Chad,Confirmed,140453,6669,2021-04-01,,,17828.273,0
Chad,Confirmed,151708,11255,2021-05-01,,,17828.273,0
Chad,Confirmed,148325,-3383,2021-06-01,,,17828.273,0
Chad,Confirmed,153782,5457,2021-07-01,,,17828.273,0
Chad,Confirmed,154463,681,2021-08-01,,,17828.273,0
Chad,Confirmed,150546,-3917,2021-09-01,,,17828.273,0
Chad,Confirmed,156918,6372,2021-10-01,,,17828.273,0
Chad,Confirmed,153208,-3710,2021-11-01,,,17828.273,0
Chad,Confirmed,175601,22393,2021-12-01,,,17828.273,0
Chad,Confirmed,206462,30861,2022-01-01,,,18455.316,0
Chad,Confirmed,201951,-4511,2022-02-01,,,18455.316,0
Chad,Confirmed,225491,23540,2022-03-01,,,18455.316,0
Chad,Confirmed,221253,-4238,2022-04-01,,,18455.316,0
Chad,Confirmed,229851,8598,2022-05-01,,,18455.316,0
Chad,Confirmed,222619,-7232,2022-06-01,,,18455.316,0
Chad,Confirmed,230280,7661,2022-07-01,,,18455.316,0
Chad,Confirmed,231410,1130,2022-08-01,,,18455.316,0
Chad,Confirmed,226829,-4581,2022-09-01,,,18455.316,0
Chad,Confirmed,235774,8945,2022-10-01,,,18455.316,0
Chad,Confirmed,229063,-6711,2022-11-01,,,18455.316,0
Chad,Confirmed,237092,8029,2022-12-01,,,18455.316,0
Chad,Confirmed,237188,96,2023-01-01,,,19319.064,0
Chad,Confirmed,214532,-22656,2023-02-01,,,19319.064,0
Chad,Confirmed,69105,-145427,2023-03-01,,,19319.064,0
Chile,Confirmed,0,0,2020-01-01,,,19370.624,0
Chile,Confirmed,14,14,2020-02-01,,,19370.624,0
Chile,Confirmed,18796,18782,2020-03-01,,,19370.624,0
Chile,Confirmed,285413,266617,2020-04-01,,,19370.624,0
Chile,Confirmed,1763115,1477702,2020-05-01,,,19370.624,0
Chile,Confirmed,6291295,4528180,2020-06-01,,,19370.624,0
Chile,Confirmed,9987599,3696304,2020-07-01,,,19370.624,0
Chile,Confirmed,11936049,1948450,2020-08-01,,,19370.624,0
Chile,Confirmed,13147124,1211075,2020-09-01,,,19370.624,0
Chile,Confirmed,15134758,1987634,2020-10-01,,,19370.624,0
Chile,Confirmed,15945192,810434,2020-11-01,,,19370.624,0
Chile,Confirmed,17938094,1992902,2020-12-01,,,19370.624,0
Chile,Confirmed,20661911,2723817,2021-01-01,,,19456.334,0
Chile,Confirmed,21754084,1092173,2021-02-01,,,19456.334,0
Chile,Confirmed,28062147,6308063,2021-03-01,,,19456.334,0
Chile,Confirmed,33124646,5062499,2021-04-01,,,19456.334,0
Chile,Confirmed,39934689,6810043,2021-05-01,,,19456.334,0
Chile,Confirmed,44517883,4583194,2021-06-01,,,19456.334,0
Chile,Confirmed,49388121,4870238,2021-07-01,,,19456.334,0
Chile,Confirmed,50497566,1109445,2021-08-01,,,19456.334,0
Chile,Confirmed,49380560,-1117006,2021-09-01,,,19456.334,0
Chile,Confirmed,51806783,2426223,2021-10-01,,,19456.334,0
Chile,Confirmed,51881368,74585,2021-11-01,,,19456.334,0
Chile,Confirmed,55395307,3513939,2021-12-01,,,19456.334,0
Chile,Confirmed,59299424,3904117,2022-01-01,,,19553.036,0
Chile,Confirmed,74224615,14925191,2022-02-01,,,19553.036,0
Chile,Confirmed,102837567,28612952,2022-03-01,,,19553.036,0
Chile,Confirmed,105694565,2856998,2022-04-01,,,19553.036,0
Chile,Confirmed,112141429,6446864,2022-05-01,,,19553.036,0
Chile,Confirmed,115561466,3420037,2022-06-01,,,19553.036,0
Chile,Confirmed,127863766,12302300,2022-07-01,,,19553.036,0
Chile,Confirmed,136041688,8177922,2022-08-01,,,19553.036,0
Chile,Confirmed,137152174,1110486,2022-09-01,,,19553.036,0
Chile,Confirmed,145212392,8060218,2022-10-01,,,19553.036,0
Chile,Confirmed,145413535,201143,2022-11-01,,,19553.036,0
Chile,Confirmed,154295595,8882060,2022-12-01,,,19553.036,0
Chile,Confirmed,157658127,3362532,2023-01-01,,,19658.835,0
Chile,Confirmed,143999010,-13659117,2023-02-01,,,19658.835,0
Chile,Confirmed,46621887,-97377123,2023-03-01,,,19658.835,0
China,Confirmed,38008,38008,2020-01-01,,,1426106.093,0
China,Confirmed,1633361,1595353,2020-02-01,,,1426106.093,0
China,Confirmed,2516737,883376,2020-03-01,,,1426106.093,0
China,Confirmed,2570262,53525,2020-04-01,,,1426106.093,0
China,Confirmed,2700525,130263,2020-05-01,,,1426106.093,0
China,Confirmed,2636125,-64400,2020-06-01,,,1426106.093,0
China,Confirmed,2768931,132806,2020-07-01,,,1426106.093,0
China,Confirmed,2892621,123690,2020-08-01,,,1426106.093,0
China,Confirmed,2848365,-44256,2020-09-01,,,1426106.093,0
China,Confirmed,2984648,136283,2020-10-01,,,1426106.093,0
China,Confirmed,2944668,-39980,2020-11-01,,,1426106.093,0
China,Confirmed,3131980,187312,2020-12-01,,,1426106.093,0
China,Confirmed,3259359,127379,2021-01-01,,,1426437.267,0
China,Confirmed,3037972,-221387,2021-02-01,,,1426437.267,0
China,Confirmed,3397507,359535,2021-03-01,,,1426437.267,0
China,Confirmed,3322663,-74844,2021-04-01,,,1426437.267,0
China,Confirmed,3465053,142390,2021-05-01,,,1426437.267,0
China,Confirmed,3389026,-76027,2021-06-01,,,1426437.267,0
China,Confirmed,3545292,156266,2021-07-01,,,1426437.267,0
China,Confirmed,3627610,82318,2021-08-01,,,1426437.267,0
China,Confirmed,3565096,-62514,2021-09-01,,,1426437.267,0
China,Confirmed,3734217,169121,2021-10-01,,,1426437.267,0
China,Confirmed,3681665,-52552,2021-11-01,,,1426437.267,0
China,Confirmed,3887958,206293,2021-12-01,,,1426437.267,0
China,Confirmed,4071560,183602,2022-01-01,,,1425179.569,0
China,Confirmed,4942346,870786,2022-02-01,,,1425179.569,0
China,Confirmed,32761294,27818948,2022-03-01,,,1425179.569,0
China,Confirmed,51855197,19093903,2022-04-01,,,1425179.569,0
China,Confirmed,64338423,12483226,2022-05-01,,,1425179.569,0
China,Confirmed,63350507,-987916,2022-06-01,,,1425179.569,0
China,Confirmed,67930770,4580263,2022-07-01,,,1425179.569,0
China,Confirmed,73302879,5372109,2022-08-01,,,1425179.569,0
China,Confirmed,79651489,6348610,2022-09-01,,,1425179.569,0
China,Confirmed,88416725,8765236,2022-10-01,,,1425179.569,0
China,Confirmed,97150301,8733576,2022-11-01,,,1425179.569,0
China,Confirmed,130356461,33206160,2022-12-01,,,1425179.569,0
China,Confirmed,149669307,19312846,2023-01-01,,,1422584.933,0
China,Confirmed,137298468,-12370839,2023-02-01,,,1422584.933,0
China,Confirmed,44131716,-93166752,2023-03-01,,,1422584.933,0
Colombia,Confirmed,0,0,2020-01-01,,,50629.997,0
Colombia,Confirmed,0,0,2020-02-01,,,50629.997,0
Colombia,Confirmed,6190,6190,2020-03-01,,,50629.997,0
Colombia,Confirmed,101704,95514,2020-04-01,,,50629.997,0
Colombia,Confirmed,492214,390510,2020-05-01,,,50629.997,0
Colombia,Confirmed,1745908,1253694,2020-06-01,,,50629.997,0
Colombia,Confirmed,5680255,3934347,2020-07-01,,,50629.997,0
Colombia,Confirmed,14415644,8735389,2020-08-01,,,50629.997,0
Colombia,Confirmed,21951355,7535711,2020-09-01,,,50629.997,0
Colombia,Confirmed,29377177,7425822,2020-10-01,,,50629.997,0
Colombia,Confirmed,35993382,6616205,2020-11-01,,,50629.997,0
Colombia,Confirmed,45578807,9585425,2020-12-01,,,50629.997,0
Colombia,Confirmed,58374546,12795739,2021-01-01,,,51188.173,0
Colombia,Confirmed,61356188,2981642,2021-02-01,,,51188.173,0
Colombia,Confirmed,71861747,10505559,2021-03-01,,,51188.173,0
Colombia,Confirmed,78567887,6706140,2021-04-01,,,51188.173,0
Colombia,Confirmed,96787228,18219341,2021-05-01,,,51188.173,0
Colombia,Confirmed,114783882,17996654,2021-06-01,,,51188.173,0
Colombia,Confirmed,141879726,27095844,2021-07-01,,,51188.173,0
Colombia,Confirmed,150806745,8927019,2021-08-01,,,51188.173,0
Colombia,Confirmed,148051211,-2755534,2021-09-01,,,51188.173,0
Colombia,Confirmed,154383574,6332363,2021-10-01,,,51188.173,0
Colombia,Confirmed,151062885,-3320689,2021-11-01,,,51188.173,0
Colombia,Confirmed,158224934,7162049,2021-12-01,,,51188.173,0
Colombia,Confirmed,171423690,13198756,2022-01-01,,,51737.944,0
Colombia,Confirmed,168322711,-3100979,2022-02-01,,,51737.944,0
Colombia,Confirmed,188406933,20084222,2022-03-01,,,51737.944,0
Colombia,Confirmed,182676599,-5730334,2022-04-01,,,51737.944,0
Colombia,Confirmed,189007902,6331303,2022-05-01,,,51737.944,0
Colombia,Confirmed,183848377,-5159525,2022-06-01,,,51737.944,0
Colombia,Confirmed,192804131,8955754,2022-07-01,,,51737.944,0
Colombia,Confirmed,194904199,2100068,2022-08-01,,,51737.944,0
Colombia,Confirmed,189149424,-5754775,2022-09-01,,,51737.944,0
Colombia,Confirmed,195566131,6416707,2022-10-01,,,51737.944,0
Colombia,Confirmed,189348467,-6217664,2022-11-01,,,51737.944,0
Colombia,Confirmed,195981434,6632967,2022-12-01,,,51737.944,0
Colombia,Confirmed,196710637,729203,2023-01-01,,,52321.152,0
Colombia,Confirmed,177969481,-18741156,2023-02-01,,,52321.152,0
Colombia,Confirmed,57225810,-120743671,2023-03-01,,,52321.152,0
Comoros,Confirmed,0,0,2020-01-01,,,802.163,0
Comoros,Confirmed,0,0,2020-02-01,,,802.163,0
Comoros,Confirmed,0,0,2020-03-01,,,802.163,0
Comoros,Confirmed,1,1,2020-04-01,,,802.163,0
Comoros,Confirmed,1116,1115,2020-05-01,,,802.163,0
Comoros,Confirmed,5961,4845,2020-06-01,,,802.163,0
Comoros,Confirmed,10233,4272,2020-07-01,,,802.163,0
Comoros,Confirmed,12580,2347,2020-08-01,,,802.163,0
Comoros,Confirmed,13863,1283,2020-09-01,,,802.163,0
Comoros,Confirmed,15608,1745,2020-10-01,,,802.163,0
Comoros,Confirmed,17436,1828,2020-11-01,,,802.163,0
Comoros,Confirmed,20497,3061,2020-12-01,,,802.163,0
Comoros,Confirmed,51485,30988,2021-01-01,,,818.174,0
Comoros,Confirmed,92325,40840,2021-02-01,,,818.174,0
Comoros,Confirmed,112884,20559,2021-03-01,,,818.174,0
Comoros,Confirmed,113736,852,2021-04-01,,,818.174,0
Comoros,Confirmed,119742,6006,2021-05-01,,,818.174,0
Comoros,Confirmed,117038,-2704,2021-06-01,,,818.174,0
Comoros,Confirmed,123897,6859,2021-07-01,,,818.174,0
Comoros,Confirmed,125299,1402,2021-08-01,,,818.174,0
Comoros,Confirmed,123082,-2217,2021-09-01,,,818.174,0
Comoros,Confirmed,129844,6762,2021-10-01,,,818.174,0
Comoros,Confirmed,131824,1980,2021-11-01,,,818.174,0
Comoros,Confirmed,153013,21189,2021-12-01,,,818.174,0
Comoros,Confirmed,235889,82876,2022-01-01,,,834.188,0
Comoros,Confirmed,223475,-12414,2022-02-01,,,834.188,0
Comoros,Confirmed,250041,26566,2022-03-01,,,834.188,0
Comoros,Confirmed,242990,-7051,2022-04-01,,,834.188,0
Comoros,Confirmed,251444,8454,2022-05-01,,,834.188,0
Comoros,Confirmed,243928,-7516,2022-06-01,,,834.188,0
Comoros,Confirmed,254911,10983,2022-07-01,,,834.188,0
Comoros,Confirmed,259887,4976,2022-08-01,,,834.188,0
Comoros,Confirmed,253902,-5985,2022-09-01,,,834.188,0
Comoros,Confirmed,264775,10873,2022-10-01,,,834.188,0
Comoros,Confirmed,266706,1931,2022-11-01,,,834.188,0
Comoros,Confirmed,278284,11578,2022-12-01,,,834.188,0
Comoros,Confirmed,278631,347,2023-01-01,,,850.387,0
Comoros,Confirmed,251853,-26778,2023-02-01,,,850.387,0
Comoros,Confirmed,81023,-170830,2023-03-01,,,850.387,0
Congo (Brazzaville),Confirmed,0,0,2020-01-01,,,,0
Congo (Brazzaville),Confirmed,0,0,2020-02-01,,,,0
Congo (Brazzaville),Confirmed,97,97,2020-03-01,,,,0
Congo (Brazzaville),Confirmed,3419,3322,2020-04-01,,,,0
Congo (Brazzaville),Confirmed,12105,8686,2020-05-01,,,,0
Congo (Brazzaville),Confirmed,25460,13355,2020-06-01,,,,0
Congo (Brazzaville),Confirmed,73328,47868,2020-07-01,,,,0
Congo (Brazzaville),Confirmed,116513,43185,2020-08-01,,,,0
Congo (Brazzaville),Confirmed,146292,29779,2020-09-01,,,,0
Congo (Brazzaville),Confirmed,159997,13705,2020-10-01,,,,0
Congo (Brazzaville),Confirmed,165519,5522,2020-11-01,,,,0
Congo (Brazzaville),Confirmed,193968,28449,2020-12-01,,,,0
Congo (Brazzaville),Confirmed,232416,38448,2021-01-01,,,,0
Congo (Brazzaville),Confirmed,234475,2059,2021-02-01,,,,0
Congo (Brazzaville),Confirmed,290998,56523,2021-03-01,,,,0
Congo (Brazzaville),Confirmed,304069,13071,2021-04-01,,,,0
Congo (Brazzaville),Confirmed,351410,47341,2021-05-01,,,,0
Congo (Brazzaville),Confirmed,365677,14267,2021-06-01,,,,0
Congo (Brazzaville),Confirmed,400907,35230,2021-07-01,,,,0
Congo (Brazzaville),Confirmed,414574,13667,2021-08-01,,,,0
Congo (Brazzaville),Confirmed,414473,-101,2021-09-01,,,,0
Congo (Brazzaville),Confirmed,486646,72173,2021-10-01,,,,0
Congo (Brazzaville),Confirmed,551629,64983,2021-11-01,,,,0
Congo (Brazzaville),Confirmed,598694,47065,2021-12-01,,,,0
Congo (Brazzaville),Confirmed,701964,103270,2022-01-01,,,,0
Congo (Brazzaville),Confirmed,667889,-34075,2022-02-01,,,,0
Congo (Brazzaville),Confirmed,745474,77585,2022-03-01,,,,0
Congo (Brazzaville),Confirmed,722338,-23136,2022-04-01,,,,0
Congo (Brazzaville),Confirmed,746449,24111,2022-05-01,,,,0
Congo (Brazzaville),Confirmed,723791,-22658,2022-06-01,,,,0
Congo (Brazzaville),Confirmed,758917,35126,2022-07-01,,,,0
Congo (Brazzaville),Confirmed,769327,10410,2022-08-01,,,,0
Congo (Brazzaville),Confirmed,745110,-24217,2022-09-01,,,,0
Congo (Brazzaville),Confirmed,769947,24837,2022-10-01,,,,0
Congo (Brazzaville),Confirmed,752879,-17068,2022-11-01,,,,0
Congo (Brazzaville),Confirmed,786625,33746,2022-12-01,,,,0
Congo (Brazzaville),Confirmed,786625,0,2023-01-01,,,,0
Congo (Brazzaville),Confirmed,703582,-83043,2023-02-01,,,,0
Congo (Brazzaville),Confirmed,225713,-477869,2023-03-01,,,,0
Congo (Kinshasa),Confirmed,0,0,2020-01-01,,,,0
Congo (Kinshasa),Confirmed,0,0,2020-02-01,,,,0
Congo (Kinshasa),Confirmed,642,642,2020-03-01,,,,0
Congo (Kinshasa),Confirmed,8639,7997,2020-04-01,,,,0
Congo (Kinshasa),Confirmed,48228,39589,2020-05-01,,,,0
Congo (Kinshasa),Confirmed,152518,104290,2020-06-01,,,,0
Congo (Kinshasa),Confirmed,253461,100943,2020-07-01,,,,0
Congo (Kinshasa),Confirmed,298422,44961,2020-08-01,,,,0
Congo (Kinshasa),Confirmed,312145,13723,2020-09-01,,,,0
Congo (Kinshasa),Confirmed,340349,28204,2020-10-01,,,,0
Congo (Kinshasa),Confirmed,357658,17309,2020-11-01,,,,0
Congo (Kinshasa),Confirmed,465473,107815,2020-12-01,,,,0
Congo (Kinshasa),Confirmed,633392,167919,2021-01-01,,,,0
Congo (Kinshasa),Confirmed,682090,48698,2021-02-01,,,,0
Congo (Kinshasa),Confirmed,841033,158943,2021-03-01,,,,0
Congo (Kinshasa),Confirmed,867489,26456,2021-04-01,,,,0
Congo (Kinshasa),Confirmed,950208,82719,2021-05-01,,,,0
Congo (Kinshasa),Confirmed,1086248,136040,2021-06-01,,,,0
Congo (Kinshasa),Confirmed,1412151,325903,2021-07-01,,,,0
Congo (Kinshasa),Confirmed,1641310,229159,2021-08-01,,,,0
Congo (Kinshasa),Confirmed,1685143,43833,2021-09-01,,,,0
Congo (Kinshasa),Confirmed,1775480,90337,2021-10-01,,,,0
Congo (Kinshasa),Confirmed,1734692,-40788,2021-11-01,,,,0
Congo (Kinshasa),Confirmed,1997124,262432,2021-12-01,,,,0
Congo (Kinshasa),Confirmed,2542822,545698,2022-01-01,,,,0
Congo (Kinshasa),Confirmed,2401405,-141417,2022-02-01,,,,0
Congo (Kinshasa),Confirmed,2678306,276901,2022-03-01,,,,0
Congo (Kinshasa),Confirmed,2607115,-71191,2022-04-01,,,,0
Congo (Kinshasa),Confirmed,2710970,103855,2022-05-01,,,,0
Congo (Kinshasa),Confirmed,2701545,-9425,2022-06-01,,,,0
Congo (Kinshasa),Confirmed,2844360,142815,2022-07-01,,,,0
Congo (Kinshasa),Confirmed,2866274,21914,2022-08-01,,,,0
Congo (Kinshasa),Confirmed,2783334,-82940,2022-09-01,,,,0
Congo (Kinshasa),Confirmed,2882288,98954,2022-10-01,,,,0
Congo (Kinshasa),Confirmed,2807290,-74998,2022-11-01,,,,0
Congo (Kinshasa),Confirmed,2937166,129876,2022-12-01,,,,0
Congo (Kinshasa),Confirmed,2954354,17188,2023-01-01,,,,0
Congo (Kinshasa),Confirmed,2677001,-277353,2023-02-01,,,,0
Congo (Kinshasa),Confirmed,861741,-1815260,2023-03-01,,,,0
Costa Rica,Confirmed,0,0,2020-01-01,,,5034.32,0
Costa Rica,Confirmed,0,0,2020-02-01,,,5034.32,0
Costa Rica,Confirmed,2987,2987,2020-03-01,,,5034.32,0
Costa Rica,Confirmed,17866,14879,2020-04-01,,,5034.32,0
Costa Rica,Confirmed,26697,8831,2020-05-01,,,5034.32,0
Costa Rica,Confirmed,58319,31622,2020-06-01,,,5034.32,0
Costa Rica,Confirmed,309536,251217,2020-07-01,,,5034.32,0
Costa Rica,Confirmed,890542,581006,2020-08-01,,,5034.32,0
Costa Rica,Confirmed,1771225,880683,2020-09-01,,,5034.32,0
Costa Rica,Confirmed,2901099,1129874,2020-10-01,,,5034.32,0
Costa Rica,Confirmed,3734891,833792,2020-11-01,,,5034.32,0
Costa Rica,Confirmed,4796194,1061303,2020-12-01,,,5034.32,0
Costa Rica,Confirmed,5681017,884823,2021-01-01,,,5059.988,0
Costa Rica,Confirmed,5594208,-86809,2021-02-01,,,5059.988,0
Costa Rica,Confirmed,6522718,928510,2021-03-01,,,5059.988,0
Costa Rica,Confirmed,6872891,350173,2021-04-01,,,5059.988,0
Costa Rica,Confirmed,8848736,1975845,2021-05-01,,,5059.988,0
Costa Rica,Confirmed,10358999,1510263,2021-06-01,,,5059.988,0
Costa Rica,Confirmed,12039607,1680608,2021-07-01,,,5059.988,0
Costa Rica,Confirmed,13432741,1393134,2021-08-01,,,5059.988,0
Costa Rica,Confirmed,14994975,1562234,2021-09-01,,,5059.988,0
Costa Rica,Confirmed,17037685,2042710,2021-10-01,,,5059.988,0
Costa Rica,Confirmed,16932298,-105387,2021-11-01,,,5059.988,0
Costa Rica,Confirmed,17622785,690487,2021-12-01,,,5059.988,0
Costa Rica,Confirmed,19259333,1636548,2022-01-01,,,5081.765,0
Costa Rica,Confirmed,21372056,2112723,2022-02-01,,,5081.765,0
Costa Rica,Confirmed,25599802,4227746,2022-03-01,,,5081.765,0
Costa Rica,Confirmed,25348793,-251009,2022-04-01,,,5081.765,0
Costa Rica,Confirmed,27022776,1673983,2022-05-01,,,5081.765,0
Costa Rica,Confirmed,27148020,125244,2022-06-01,,,5081.765,0
Costa Rica,Confirmed,29212655,2064635,2022-07-01,,,5081.765,0
Costa Rica,Confirmed,32963276,3750621,2022-08-01,,,5081.765,0
Costa Rica,Confirmed,33124016,160740,2022-09-01,,,5081.765,0
Costa Rica,Confirmed,34948722,1824706,2022-10-01,,,5081.765,0
Costa Rica,Confirmed,34233936,-714786,2022-11-01,,,5081.765,0
Costa Rica,Confirmed,35776125,1542189,2022-12-01,,,5081.765,0
Costa Rica,Confirmed,36413381,637256,2023-01-01,,,5105.525,0
Costa Rica,Confirmed,33399752,-3013629,2023-02-01,,,5105.525,0
Costa Rica,Confirmed,10848598,-22551154,2023-03-01,,,5105.525,0
Cote d'Ivoire,Confirmed,0,0,2020-01-01,,,,0
Cote d'Ivoire,Confirmed,0,0,2020-02-01,,,,0
Cote d'Ivoire,Confirmed,1051,1051,2020-03-01,,,,0
Cote d'Ivoire,Confirmed,20934,19883,2020-04-01,,,,0
Cote d'Ivoire,Confirmed,63068,42134,2020-05-01,,,,0
Cote d'Ivoire,Confirmed,176994,113926,2020-06-01,,,,0
Cote d'Ivoire,Confirmed,412566,235572,2020-07-01,,,,0
Cote d'Ivoire,Confirmed,528765,116199,2020-08-01,,,,0
Cote d'Ivoire,Confirmed,571474,42709,2020-09-01,,,,0
Cote d'Ivoire,Confirmed,627301,55827,2020-10-01,,,,0
Cote d'Ivoire,Confirmed,629774,2473,2020-11-01,,,,0
Cote d'Ivoire,Confirmed,675687,45913,2020-12-01,,,,0
Cote d'Ivoire,Confirmed,777836,102149,2021-01-01,,,,0
Cote d'Ivoire,Confirmed,865141,87305,2021-02-01,,,,0
Cote d'Ivoire,Confirmed,1189745,324604,2021-03-01,,,,0
Cote d'Ivoire,Confirmed,1360270,170525,2021-04-01,,,,0
Cote d'Ivoire,Confirmed,1446952,86682,2021-05-01,,,,0
Cote d'Ivoire,Confirmed,1434603,-12349,2021-06-01,,,,0
Cote d'Ivoire,Confirmed,1522898,88295,2021-07-01,,,,0
Cote d'Ivoire,Confirmed,1632109,109211,2021-08-01,,,,0
Cote d'Ivoire,Confirmed,1752147,120038,2021-09-01,,,,0
Cote d'Ivoire,Confirmed,1888807,136660,2021-10-01,,,,0
Cote d'Ivoire,Confirmed,1845815,-42992,2021-11-01,,,,0
Cote d'Ivoire,Confirmed,1952422,106607,2021-12-01,,,,0
Cote d'Ivoire,Confirmed,2422773,470351,2022-01-01,,,,0
Cote d'Ivoire,Confirmed,2272772,-150001,2022-02-01,,,,0
Cote d'Ivoire,Confirmed,2530288,257516,2022-03-01,,,,0
Cote d'Ivoire,Confirmed,2455367,-74921,2022-04-01,,,,0
Cote d'Ivoire,Confirmed,2543171,87804,2022-05-01,,,,0
Cote d'Ivoire,Confirmed,2479341,-63830,2022-06-01,,,,0
Cote d'Ivoire,Confirmed,2618183,138842,2022-07-01,,,,0
Cote d'Ivoire,Confirmed,2670880,52697,2022-08-01,,,,0
Cote d'Ivoire,Confirmed,2609712,-61168,2022-09-01,,,,0
Cote d'Ivoire,Confirmed,2714156,104444,2022-10-01,,,,0
